;tavg__ref;pptn__ref;petn__ref;diso__ref;ddho__ref
2011-01-26-00;0.235762;0.109281;0.01031;23.400;312.000
2011-01-26-01;0.177930;0.155172;0.00819;23.400;312.000
2011-01-26-02;0.013476;0.202628;0.00437;23.400;312.000
2011-01-26-03;-0.023284;0.222732;0.00391;23.400;312.000
2011-01-26-04;0.010283;0.083577;0.00460;23.350;311.750
2011-01-26-05;-0.092960;0.036705;0.00336;23.200;311.000
2011-01-26-06;-0.102939;0.000000;0.00344;23.125;310.250
2011-01-26-07;-0.179626;0.013660;0.00225;22.875;308.750
2011-01-26-08;-0.166502;0.001064;0.00230;22.400;306.000
2011-01-26-09;0.019163;0.023796;0.00522;22.400;306.000
2011-01-26-10;0.107059;0.017727;0.00744;22.400;306.000
2011-01-26-11;0.386471;0.013139;0.01459;22.300;305.250
2011-01-26-12;0.607424;0.000417;0.02163;21.850;302.250
2011-01-26-13;0.915042;0.000000;0.03679;21.800;302.000
2011-01-26-14;0.558792;0.000000;0.02197;21.800;302.000
2011-01-26-15;0.120680;0.000000;0.01030;21.800;302.000
2011-01-26-16;-0.629757;0.000000;0.00122;21.800;302.000
2011-01-26-17;-1.052225;0.000000;0.00012;21.800;302.000
2011-01-26-18;-1.676494;0.000000;0.00000;21.800;302.000
2011-01-26-19;-1.943056;0.000000;0.00000;21.800;302.000
2011-01-26-20;-1.565063;0.000000;0.00000;21.800;302.000
2011-01-26-21;-1.740744;0.000000;0.00000;21.800;302.000
2011-01-26-22;-2.390679;0.000000;0.00000;21.800;302.000
2011-01-26-23;-2.999923;0.000000;0.00000;21.800;302.000
2011-01-27-00;-3.507431;0.002920;0.00000;21.800;302.000
2011-01-27-01;-3.908289;0.016538;0.00000;21.800;302.000
2011-01-27-02;-3.932572;0.014807;0.00000;21.750;301.500
2011-01-27-03;-3.871787;0.036475;0.00000;21.700;301.000
2011-01-27-04;-3.589432;0.021272;0.00000;21.700;301.000
2011-01-27-05;-3.037479;0.005902;0.00000;21.550;300.250
2011-01-27-06;-2.503625;0.025902;0.00000;21.400;299.000
2011-01-27-07;-2.413877;0.015787;0.00000;21.050;297.000
2011-01-27-08;-2.427911;0.000000;0.00000;20.900;296.000
2011-01-27-09;-2.301479;0.000000;0.00000;20.850;295.750
2011-01-27-10;-2.054047;0.000000;0.00000;20.700;295.000
2011-01-27-11;-1.983560;0.000000;0.00000;20.700;295.000
2011-01-27-12;-1.978207;0.000000;0.00000;20.675;294.750
2011-01-27-13;-2.225857;0.000000;0.00000;20.350;292.500
2011-01-27-14;-2.344234;0.000000;0.00000;20.300;292.000
2011-01-27-15;-2.480118;0.000000;0.00000;20.100;291.000
2011-01-27-16;-2.777500;0.000000;0.00000;19.875;289.500
2011-01-27-17;-2.989987;0.000000;0.00000;19.625;288.000
2011-01-27-18;-3.032999;0.000000;0.00000;19.500;287.000
2011-01-27-19;-3.052219;0.000000;0.00000;19.075;284.250
2011-01-27-20;-3.203020;0.000000;0.00000;18.850;282.750
2011-01-27-21;-3.348891;0.000000;0.00000;18.675;281.750
2011-01-27-22;-3.421179;0.000000;0.00000;18.325;279.500
2011-01-27-23;-3.394858;0.000000;0.00000;17.900;277.000
2011-01-28-00;-3.328146;0.000000;0.00000;17.875;276.750
2011-01-28-01;-3.345316;0.000000;0.00000;17.750;275.750
2011-01-28-02;-3.392048;0.000000;0.00000;17.500;274.000
2011-01-28-03;-3.537390;0.000000;0.00000;17.350;273.250
2011-01-28-04;-3.622509;0.000000;0.00000;16.875;270.000
2011-01-28-05;-3.660532;0.000000;0.00000;16.375;266.500
2011-01-28-06;-3.709772;0.000000;0.00000;16.300;266.000
2011-01-28-07;-3.796245;0.000000;0.00000;16.300;266.000
2011-01-28-08;-3.630347;0.000000;0.00000;16.300;266.000
2011-01-28-09;-2.872678;0.000000;0.00000;16.100;264.750
2011-01-28-10;-2.006173;0.000000;0.00000;14.925;256.750
2011-01-28-11;-1.254901;0.000000;0.00044;14.975;257.000
2011-01-28-12;-0.766145;0.000000;0.00499;15.750;262.500
2011-01-28-13;-0.300790;0.000000;0.02565;15.825;263.000
2011-01-28-14;-0.208125;0.000000;0.03612;15.900;263.000
2011-01-28-15;-0.630553;0.000000;0.00788;15.700;262.000
2011-01-28-16;-1.528307;0.000000;0.00000;15.700;262.000
2011-01-28-17;-2.252258;0.000000;0.00000;15.625;261.500
2011-01-28-18;-2.923347;0.000000;0.00000;14.975;257.000
2011-01-28-19;-3.529491;0.000000;0.00000;14.800;256.000
2011-01-28-20;-4.042696;0.000000;0.00000;14.800;256.000
2011-01-28-21;-4.571897;0.000000;0.00000;14.800;256.000
2011-01-28-22;-5.185687;0.000000;0.00000;14.750;255.500
2011-01-28-23;-5.603082;0.000000;0.00000;14.600;254.500
2011-01-29-00;-6.019207;0.000000;0.00000;14.500;254.000
2011-01-29-01;-6.503351;0.000000;0.00000;14.425;253.250
2011-01-29-02;-7.058226;0.000000;0.00000;14.350;252.500
2011-01-29-03;-7.445775;0.000000;0.00000;14.300;252.000
2011-01-29-04;-7.701213;0.000000;0.00000;14.200;251.500
2011-01-29-05;-7.924927;0.000000;0.00000;14.100;251.000
2011-01-29-06;-8.242775;0.000000;0.00000;14.000;250.000
2011-01-29-07;-8.647119;0.000000;0.00000;13.850;249.250
2011-01-29-08;-8.067560;0.000000;0.00000;13.800;249.000
2011-01-29-09;-6.135162;0.000000;0.00000;13.700;248.250
2011-01-29-10;-4.486425;0.000000;0.00000;13.500;247.000
2011-01-29-11;-3.073374;0.000000;0.00000;13.450;246.500
2011-01-29-12;-1.275673;0.000000;0.00004;13.325;245.250
2011-01-29-13;-0.621585;0.000000;0.00598;13.300;245.000
2011-01-29-14;-0.205203;0.000000;0.03451;13.025;243.250
2011-01-29-15;-0.536513;0.000000;0.01460;13.000;243.000
2011-01-29-16;-2.013940;0.000000;0.00000;13.000;243.000
2011-01-29-17;-3.747341;0.000000;0.00000;13.000;243.000
2011-01-29-18;-4.638957;0.000000;0.00000;13.000;243.000
2011-01-29-19;-5.332670;0.000000;0.00000;13.200;244.500
2011-01-29-20;-6.255045;0.000000;0.00000;13.300;245.000
2011-01-29-21;-6.845528;0.000000;0.00000;13.300;245.000
2011-01-29-22;-7.676869;0.000000;0.00000;13.300;245.000
2011-01-29-23;-8.114024;0.000000;0.00000;13.300;245.000
2011-01-30-00;-8.542599;0.000000;0.00000;13.300;245.000
2011-01-30-01;-9.317221;0.000000;0.00000;13.300;245.000
2011-01-30-02;-9.767877;0.000000;0.00000;13.300;245.000
2011-01-30-03;-10.050662;0.000000;0.00000;13.300;245.000
2011-01-30-04;-10.198143;0.000000;0.00000;13.300;245.000
2011-01-30-05;-10.576776;0.000000;0.00000;13.300;245.000
2011-01-30-06;-10.910237;0.000000;0.00000;13.250;244.750
2011-01-30-07;-11.080733;0.000000;0.00000;13.125;244.000
2011-01-30-08;-10.390567;0.000000;0.00000;13.150;243.750
2011-01-30-09;-8.589811;0.001064;0.00000;13.000;243.000
2011-01-30-10;-6.750165;0.001418;0.00000;12.925;242.250
2011-01-30-11;-5.189345;0.000000;0.00000;12.800;241.500
2011-01-30-12;-3.983451;0.000000;0.00000;12.700;241.000
2011-01-30-13;-3.141479;0.000000;0.00000;12.700;241.000
2011-01-30-14;-2.550171;0.000000;0.00000;12.600;240.000
2011-01-30-15;-2.625330;0.000000;0.00000;12.600;240.000
2011-01-30-16;-3.745378;0.000000;0.00000;12.600;240.000
2011-01-30-17;-5.084265;0.000000;0.00000;12.600;240.000
2011-01-30-18;-6.005902;0.000000;0.00000;12.600;240.000
2011-01-30-19;-6.668758;0.000000;0.00000;12.500;239.000
2011-01-30-20;-7.228759;0.000000;0.00000;12.500;239.000
2011-01-30-21;-7.929502;0.000000;0.00000;12.500;239.000
2011-01-30-22;-8.729659;0.000000;0.00000;12.500;239.000
2011-01-30-23;-9.193921;0.000000;0.00000;12.500;239.000
2011-01-31-00;-9.561615;0.000000;0.00000;12.500;239.000
2011-01-31-01;-9.831726;0.000000;0.00000;12.500;239.000
2011-01-31-02;-10.330331;0.000000;0.00000;12.500;239.000
2011-01-31-03;-10.658077;0.000000;0.00000;12.500;239.000
2011-01-31-04;-11.016648;0.000000;0.00000;12.500;239.000
2011-01-31-05;-10.953661;0.000000;0.00000;12.450;238.750
2011-01-31-06;-10.877463;0.000000;0.00000;12.250;237.500
2011-01-31-07;-10.614534;0.000000;0.00000;12.200;237.000
2011-01-31-08;-9.953138;0.001064;0.00000;12.100;236.000
2011-01-31-09;-8.738662;0.001064;0.00000;12.100;236.000
2011-01-31-10;-7.527889;0.000000;0.00000;12.100;236.000
2011-01-31-11;-6.491395;0.000000;0.00000;11.600;232.750
2011-01-31-12;-5.996302;0.000000;0.00000;11.500;232.000
2011-01-31-13;-5.932563;0.002920;0.00000;11.500;232.000
2011-01-31-14;-5.553116;0.000000;0.00000;11.500;232.000
2011-01-31-15;-5.592182;0.000000;0.00000;11.500;232.000
2011-01-31-16;-6.114092;0.000000;0.00000;11.500;232.000
2011-01-31-17;-6.620694;0.000000;0.00000;11.500;232.000
2011-01-31-18;-6.996131;0.000000;0.00000;11.400;231.250
2011-01-31-19;-7.246984;0.000000;0.00000;11.100;229.000
2011-01-31-20;-7.336752;0.000000;0.00000;11.100;229.000
2011-01-31-21;-7.400722;0.000000;0.00000;11.275;230.250
2011-01-31-22;-7.368639;0.000000;0.00000;11.400;231.000
2011-01-31-23;-7.359848;0.000000;0.00000;11.400;231.000
2011-02-01-00;-7.393681;0.000000;0.00000;11.400;231.000
2011-02-01-01;-7.356184;0.000000;0.00000;11.400;231.000
2011-02-01-02;-7.336335;0.000000;0.00000;11.400;231.000
2011-02-01-03;-7.279326;0.000000;0.00000;11.300;230.500
2011-02-01-04;-7.256498;0.000000;0.00000;11.200;230.000
2011-02-01-05;-7.324178;0.000000;0.00000;11.275;230.000
2011-02-01-06;-7.383691;0.000000;0.00000;11.300;230.000
2011-02-01-07;-7.375373;0.001418;0.00000;11.300;230.000
2011-02-01-08;-7.354059;0.000000;0.00000;11.300;230.000
2011-02-01-09;-7.001727;0.000000;0.00000;11.300;230.000
2011-02-01-10;-6.464432;0.000000;0.00000;11.300;230.000
2011-02-01-11;-5.954216;0.000000;0.00000;11.175;229.250
2011-02-01-12;-5.675712;0.000000;0.00000;10.700;226.000
2011-02-01-13;-5.662142;0.000000;0.00000;10.925;227.500
2011-02-01-14;-5.581240;0.000000;0.00000;11.500;232.000
2011-02-01-15;-5.836411;0.000000;0.00000;11.400;231.000
2011-02-01-16;-6.115427;0.000000;0.00000;11.150;229.250
2011-02-01-17;-6.264164;0.000000;0.00000;11.075;228.750
2011-02-01-18;-6.377913;0.000000;0.00000;10.925;227.250
2011-02-01-19;-6.433817;0.000000;0.00000;10.900;227.000
2011-02-01-20;-6.529865;0.000000;0.00000;10.900;227.000
2011-02-01-21;-6.561174;0.000000;0.00000;10.900;227.000
2011-02-01-22;-6.598644;0.000000;0.00000;10.900;227.000
2011-02-01-23;-6.586698;0.000000;0.00000;10.925;227.250
2011-02-02-00;-6.499733;0.002127;0.00000;11.000;228.000
2011-02-02-01;-6.375810;0.000000;0.00000;11.000;228.000
2011-02-02-02;-6.215104;0.000000;0.00000;11.000;228.000
2011-02-02-03;-6.153905;0.192951;0.00000;11.000;228.000
2011-02-02-04;-6.051894;0.260365;0.00000;10.975;227.750
2011-02-02-05;-5.845632;0.108509;0.00000;10.900;227.000
2011-02-02-06;-5.633915;0.078321;0.00000;10.900;227.000
2011-02-02-07;-5.448281;0.022002;0.00000;10.750;226.250
2011-02-02-08;-5.217502;0.000000;0.00000;10.600;225.000
2011-02-02-09;-4.856740;0.000000;0.00000;10.500;224.000
2011-02-02-10;-4.436836;0.000000;0.00000;10.500;224.000
2011-02-02-11;-3.882142;0.009864;0.00000;10.500;224.000
2011-02-02-12;-3.278793;0.042649;0.00000;10.500;224.000
2011-02-02-13;-3.184133;0.019301;0.00000;10.500;224.000
2011-02-02-14;-2.940554;0.007612;0.00000;10.500;224.000
2011-02-02-15;-2.783514;0.000000;0.00000;10.400;223.500
2011-02-02-16;-2.665320;0.001064;0.00000;10.200;222.000
2011-02-02-17;-2.727866;0.000000;0.00000;10.200;222.000
2011-02-02-18;-2.711541;0.000000;0.00000;10.200;222.000
2011-02-02-19;-2.654576;0.000000;0.00000;10.200;222.000
2011-02-02-20;-2.531519;0.000000;0.00000;10.200;222.000
2011-02-02-21;-2.397815;0.000000;0.00000;10.350;222.750
2011-02-02-22;-2.299667;0.000000;0.00000;10.400;223.000
2011-02-02-23;-2.256860;0.000000;0.00000;10.400;223.000
2011-02-03-00;-2.291445;0.000000;0.00000;10.400;223.000
2011-02-03-01;-2.334059;0.000000;0.00000;10.400;223.000
2011-02-03-02;-2.375723;0.000000;0.00000;10.400;223.000
2011-02-03-03;-2.437310;0.000000;0.00000;10.400;223.000
2011-02-03-04;-2.464920;0.000000;0.00000;10.400;223.000
2011-02-03-05;-2.474798;0.000000;0.00000;10.400;223.000
2011-02-03-06;-2.456714;0.033597;0.00000;10.400;223.000
2011-02-03-07;-2.390864;0.204411;0.00000;10.400;223.000
2011-02-03-08;-2.242463;0.273837;0.00000;10.400;223.000
2011-02-03-09;-2.031250;0.545547;0.00000;10.400;223.000
2011-02-03-10;-1.717309;0.476966;0.00000;10.400;223.000
2011-02-03-11;-1.260653;0.383764;0.00000;10.450;223.500
2011-02-03-12;-1.103574;0.153243;0.00000;10.500;224.000
2011-02-03-13;-0.750355;0.072044;0.00003;10.500;224.000
2011-02-03-14;-0.672491;0.131971;0.00004;10.500;224.000
2011-02-03-15;-0.637969;0.139552;0.00007;10.500;224.000
2011-02-03-16;-0.525036;0.039917;0.00031;10.500;224.000
2011-02-03-17;-0.490183;0.015787;0.00044;10.500;224.000
2011-02-03-18;-0.382421;0.000000;0.00126;10.500;224.000
2011-02-03-19;-0.244571;0.000000;0.00452;10.500;224.000
2011-02-03-20;-0.059443;0.000000;0.01400;10.500;224.000
2011-02-03-21;-0.036098;0.000000;0.01580;10.500;224.000
2011-02-03-22;0.044486;0.000000;0.02191;10.500;224.000
2011-02-03-23;0.087403;0.000000;0.02911;10.500;224.000
2011-02-04-00;0.095975;0.000000;0.00258;10.500;224.000
2011-02-04-01;0.034728;0.000000;0.00218;10.500;224.000
2011-02-04-02;-0.151570;0.000000;0.00116;10.500;224.000
2011-02-04-03;-0.407174;0.002920;0.00038;10.500;224.000
2011-02-04-04;-0.361981;0.000000;0.00060;10.500;224.000
2011-02-04-05;-0.254175;0.000000;0.00102;10.500;224.000
2011-02-04-06;0.012716;0.000000;0.00244;10.500;224.000
2011-02-04-07;0.466312;0.006903;0.00516;10.500;224.000
2011-02-04-08;0.802975;0.000000;0.00763;10.450;223.500
2011-02-04-09;1.265780;0.000000;0.01151;10.375;222.750
2011-02-04-10;1.608936;0.006903;0.01445;10.300;222.000
2011-02-04-11;2.013707;0.051721;0.01800;10.300;222.000
2011-02-04-12;2.557405;0.001418;0.02283;10.300;222.000
2011-02-04-13;3.031397;0.000000;0.02717;10.300;222.000
2011-02-04-14;3.335995;0.026382;0.03003;10.300;222.000
2011-02-04-15;3.635454;0.000000;0.03286;10.300;222.000
2011-02-04-16;3.878035;0.026382;0.03501;10.300;222.000
2011-02-04-17;3.833521;0.011929;0.03465;10.300;222.000
2011-02-04-18;3.800018;0.318269;0.03449;10.300;222.000
2011-02-04-19;3.865317;0.270292;0.03528;10.300;222.000
2011-02-04-20;4.352506;0.008655;0.04002;10.300;222.000
2011-02-04-21;4.690134;0.027758;0.04312;10.375;222.750
2011-02-04-22;4.926387;0.026382;0.04551;10.400;223.000
2011-02-04-23;5.020400;0.000000;0.04651;10.400;223.000
2011-02-05-00;5.087097;0.012722;0.01364;10.750;225.250
2011-02-05-01;5.053948;0.026382;0.01356;11.325;229.500
2011-02-05-02;5.257277;0.007852;0.01411;11.900;233.500
2011-02-05-03;5.356119;0.015495;0.01436;12.225;236.000
2011-02-05-04;5.638391;0.001376;0.01513;12.725;239.250
2011-02-05-05;5.873985;0.000000;0.01579;13.150;242.250
2011-02-05-06;6.025999;0.000000;0.01620;14.000;248.000
2011-02-05-07;6.113820;0.000000;0.01644;14.400;251.000
2011-02-05-08;6.084317;0.000000;0.01636;14.400;251.000
2011-02-05-09;6.090017;0.000000;0.01636;14.550;251.750
2011-02-05-10;6.273972;0.000000;0.01686;14.825;253.750
2011-02-05-11;6.691309;0.005412;0.01800;15.475;258.250
2011-02-05-12;6.945366;0.005412;0.01870;15.700;260.000
2011-02-05-13;7.171892;0.010824;0.01932;15.950;261.500
2011-02-05-14;7.255455;0.000000;0.01953;16.050;262.250
2011-02-05-15;7.153229;0.000000;0.01927;16.250;263.500
2011-02-05-16;6.950738;0.000000;0.01873;16.300;264.000
2011-02-05-17;6.755696;0.005412;0.01821;16.300;264.000
2011-02-05-18;6.633004;0.000000;0.01788;16.700;266.500
2011-02-05-19;6.527065;0.000000;0.01759;17.100;269.000
2011-02-05-20;6.566952;0.000000;0.01770;17.250;269.750
2011-02-05-21;6.552711;0.000000;0.01766;17.475;271.250
2011-02-05-22;6.568231;0.000000;0.01770;17.700;272.750
2011-02-05-23;6.757425;0.000000;0.01822;18.000;275.000
2011-02-06-00;6.883889;0.000000;0.03524;18.000;275.000
2011-02-06-01;6.936537;0.000000;0.03551;18.150;275.750
2011-02-06-02;6.811480;0.000000;0.03487;18.200;276.000
2011-02-06-03;6.742630;0.000000;0.03451;18.275;276.500
2011-02-06-04;6.674761;0.000000;0.03414;18.700;279.500
2011-02-06-05;6.504240;0.000000;0.03325;18.800;280.000
2011-02-06-06;6.504362;0.000000;0.03326;18.800;280.000
2011-02-06-07;6.476602;0.000000;0.03314;18.800;280.000
2011-02-06-08;6.437555;0.001064;0.03293;18.800;280.000
2011-02-06-09;6.574761;0.001418;0.03362;18.775;279.750
2011-02-06-10;6.847273;0.000000;0.03501;18.700;279.000
2011-02-06-11;7.380262;0.000000;0.03777;18.700;279.000
2011-02-06-12;8.204576;0.000000;0.04208;18.700;279.000
2011-02-06-13;8.560428;0.000000;0.04390;18.700;279.000
2011-02-06-14;9.013988;0.000000;0.04626;18.500;278.000
2011-02-06-15;8.741263;0.000000;0.04480;18.500;278.000
2011-02-06-16;7.511874;0.000000;0.03845;18.500;278.000
2011-02-06-17;5.934531;0.000000;0.03041;18.300;276.500
2011-02-06-18;4.477050;0.000000;0.02281;18.200;276.000
2011-02-06-19;3.185216;0.000000;0.01624;18.200;276.000
2011-02-06-20;2.725675;0.000000;0.01387;18.200;276.000
2011-02-06-21;1.773214;0.000000;0.00891;18.050;274.750
2011-02-06-22;2.001980;0.000000;0.01011;17.800;273.000
2011-02-06-23;1.862920;0.000000;0.00936;17.800;273.000
2011-02-07-00;2.447746;0.000000;0.02015;17.800;273.000
2011-02-07-01;2.459140;0.000000;0.02024;17.700;272.500
2011-02-07-02;2.376701;0.000000;0.01950;17.600;272.000
2011-02-07-03;2.367201;0.000000;0.01942;17.600;272.000
2011-02-07-04;2.340345;0.000000;0.01924;17.575;271.750
2011-02-07-05;2.201573;0.000000;0.01814;17.500;271.000
2011-02-07-06;2.040486;0.000000;0.01687;17.450;270.750
2011-02-07-07;1.874893;0.000000;0.01550;17.200;269.000
2011-02-07-08;1.890488;0.000000;0.01565;17.200;269.000
2011-02-07-09;2.090497;0.000000;0.01731;17.000;267.750
2011-02-07-10;2.759767;0.001064;0.02269;16.850;266.750
2011-02-07-11;3.833540;0.000000;0.03165;16.700;266.000
2011-02-07-12;5.234782;0.000000;0.04373;16.700;266.000
2011-02-07-13;6.330081;0.000000;0.05286;16.700;266.000
2011-02-07-14;7.098975;0.000000;0.05932;16.700;266.000
2011-02-07-15;7.195675;0.000000;0.06003;16.700;266.000
2011-02-07-16;6.375126;0.000000;0.05299;16.625;265.250
2011-02-07-17;4.501390;0.001418;0.03757;16.325;263.250
2011-02-07-18;3.240224;0.000000;0.02679;16.300;263.000
2011-02-07-19;2.301919;0.000000;0.01884;16.050;261.500
2011-02-07-20;1.809306;0.000000;0.01465;15.525;258.000
2011-02-07-21;1.100064;0.000000;0.00922;15.400;257.000
2011-02-07-22;0.949884;0.000000;0.00859;15.400;257.000
2011-02-07-23;0.832751;0.000000;0.00828;15.400;257.000
2011-02-08-00;0.601255;0.000000;0.00624;15.400;257.000
2011-02-08-01;1.715774;0.000000;0.01547;15.400;257.000
2011-02-08-02;1.868420;0.000000;0.01680;15.400;257.000
2011-02-08-03;2.204515;0.000000;0.01954;15.400;257.000
2011-02-08-04;2.276902;0.000000;0.02040;15.375;256.750
2011-02-08-05;2.674139;0.000000;0.02381;15.300;256.000
2011-02-08-06;2.413965;0.000000;0.02148;15.300;256.000
2011-02-08-07;2.419089;0.112075;0.02152;14.950;254.000
2011-02-08-08;2.294262;0.192972;0.02047;14.800;253.000
2011-02-08-09;2.405716;0.000000;0.02146;14.775;252.750
2011-02-08-10;4.795916;0.000000;0.04354;14.775;252.500
2011-02-08-11;6.368538;0.000000;0.05805;15.500;257.500
2011-02-08-12;7.439269;0.000000;0.06800;15.150;255.250
2011-02-08-13;7.755549;0.000000;0.07080;14.775;252.500
2011-02-08-14;7.960000;0.000000;0.07277;14.600;251.500
2011-02-08-15;7.741712;0.000000;0.07067;14.500;251.000
2011-02-08-16;6.589795;0.000000;0.05995;14.575;251.000
2011-02-08-17;4.055349;0.000000;0.03673;14.600;251.000
2011-02-08-18;2.332019;0.000000;0.02075;14.600;251.000
2011-02-08-19;1.010382;0.000000;0.00878;14.600;251.000
2011-02-08-20;0.000969;0.000000;0.00191;14.600;251.000
2011-02-08-21;-0.517876;0.000000;0.00032;14.600;251.000
2011-02-08-22;-1.218910;0.000000;0.00000;14.600;251.000
2011-02-08-23;-1.532687;0.000000;0.00000;14.600;251.000
2011-02-09-00;-2.163617;0.000000;0.00000;14.550;250.750
2011-02-09-01;-2.272437;0.000000;0.00000;14.400;250.000
2011-02-09-02;-2.893466;0.000000;0.00000;14.400;250.000
2011-02-09-03;-3.244904;0.000000;0.00000;14.400;250.000
2011-02-09-04;-3.480587;0.000000;0.00000;14.325;249.500
2011-02-09-05;-3.754855;0.000000;0.00000;14.100;248.000
2011-02-09-06;-3.982053;0.000000;0.00000;14.000;247.000
2011-02-09-07;-4.158522;0.000000;0.00000;14.000;247.000
2011-02-09-08;-3.337767;0.000000;0.00000;14.000;247.000
2011-02-09-09;-1.018109;0.002294;0.00017;14.000;247.000
2011-02-09-10;0.922550;0.000000;0.01539;14.000;247.000
2011-02-09-11;2.719209;0.000000;0.04555;14.000;247.000
2011-02-09-12;4.444246;0.000000;0.07435;13.625;244.250
2011-02-09-13;5.201448;0.000000;0.08717;13.600;244.000
2011-02-09-14;5.682123;0.000000;0.09543;13.600;244.000
2011-02-09-15;5.423347;0.000000;0.09101;13.500;243.500
2011-02-09-16;4.551819;0.000000;0.07632;13.200;241.500
2011-02-09-17;1.504025;0.000000;0.02520;13.000;240.000
2011-02-09-18;-0.105064;0.000000;0.00156;12.850;238.750
2011-02-09-19;-0.920992;0.000000;0.00000;12.600;237.000
2011-02-09-20;-1.069447;0.000000;0.00000;12.600;237.000
2011-02-09-21;-1.510959;0.000000;0.00000;12.600;237.000
2011-02-09-22;-2.219272;0.000000;0.00000;12.600;237.000
2011-02-09-23;-2.375093;0.000000;0.00000;12.600;237.000
2011-02-10-00;-2.582228;0.000000;0.00000;12.600;237.000
2011-02-10-01;-2.783957;0.000000;0.00000;12.600;237.000
2011-02-10-02;-2.890541;0.000000;0.00000;12.600;237.000
2011-02-10-03;-2.888034;0.000000;0.00000;12.600;237.000
2011-02-10-04;-2.756675;0.000000;0.00000;12.600;237.000
2011-02-10-05;-2.434287;0.000000;0.00000;12.600;237.000
2011-02-10-06;-2.194167;0.000000;0.00000;12.500;236.500
2011-02-10-07;-2.111338;0.000000;0.00000;12.400;236.000
2011-02-10-08;-1.709580;0.000000;0.00000;12.225;234.250
2011-02-10-09;-1.254452;0.001064;0.00019;12.200;234.000
2011-02-10-10;-0.821133;0.000000;0.00204;12.200;234.000
2011-02-10-11;-0.400805;0.000000;0.00403;12.200;234.000
2011-02-10-12;-0.068544;0.000000;0.00483;12.200;234.000
2011-02-10-13;0.090519;0.000000;0.00623;12.200;234.000
2011-02-10-14;0.221512;0.000000;0.01016;12.200;234.000
2011-02-10-15;0.406880;0.000000;0.01776;12.050;233.250
2011-02-10-16;0.361614;0.000000;0.01795;12.000;233.000
2011-02-10-17;0.286233;0.001773;0.01481;12.000;233.000
2011-02-10-18;0.230260;0.000000;0.01163;12.000;233.000
2011-02-10-19;0.337844;0.000000;0.01517;11.500;229.250
2011-02-10-20;0.310211;0.000000;0.01369;11.300;228.000
2011-02-10-21;0.549859;0.061105;0.02476;11.300;228.000
2011-02-10-22;0.874858;0.428936;0.04021;11.300;228.000
2011-02-10-23;1.196483;0.888759;0.05530;11.300;228.000
2011-02-11-00;1.677666;0.406830;0.00869;11.300;228.000
2011-02-11-01;1.923777;0.544473;0.00991;11.300;228.000
2011-02-11-02;2.787322;0.287737;0.01436;11.300;228.000
2011-02-11-03;3.174083;0.473723;0.01641;11.375;228.000
2011-02-11-04;3.679924;0.474202;0.01908;11.450;228.500
2011-02-11-05;4.553883;0.470292;0.02375;11.800;231.000
2011-02-11-06;5.470013;1.276455;0.02860;11.800;231.000
2011-02-11-07;5.924515;0.276736;0.03103;11.875;231.500
2011-02-11-08;6.196643;0.064254;0.03247;12.275;234.750
2011-02-11-09;6.588867;0.162273;0.03453;12.675;237.250
2011-02-11-10;7.002531;0.003066;0.03673;13.600;243.750
2011-02-11-11;7.167700;0.388415;0.03762;14.175;247.750
2011-02-11-12;7.244264;0.698342;0.03800;14.250;248.250
2011-02-11-13;7.471744;0.470834;0.03919;14.400;249.000
2011-02-11-14;7.745575;0.782117;0.04065;14.425;249.250
2011-02-11-15;8.083512;0.373441;0.04243;14.900;252.500
2011-02-11-16;7.911379;0.316893;0.04152;15.725;258.000
2011-02-11-17;7.816509;0.104421;0.04101;16.350;262.000
2011-02-11-18;7.607342;0.003587;0.03992;16.850;265.500
2011-02-11-19;7.414187;0.000000;0.03889;17.875;272.250
2011-02-11-20;6.919917;0.084088;0.03626;18.875;279.000
2011-02-11-21;6.744133;0.386538;0.03532;19.625;283.750
2011-02-11-22;6.674146;0.237393;0.03496;20.500;289.250
2011-02-11-23;6.250671;0.087007;0.03265;20.850;291.500
2011-02-12-00;5.444242;0.000000;0.15277;21.075;293.000
2011-02-12-01;4.118989;0.000417;0.11119;21.675;296.750
2011-02-12-02;3.247723;0.146402;0.08755;22.075;299.000
2011-02-12-03;2.390852;0.219489;0.06395;22.400;301.250
2011-02-12-04;1.726841;0.212450;0.04668;22.700;303.000
2011-02-12-05;0.870599;0.134077;0.02550;22.800;303.500
2011-02-12-06;0.279973;0.088843;0.01357;22.900;304.000
2011-02-12-07;-0.147129;0.023024;0.00587;22.900;304.000
2011-02-12-08;-0.436121;0.017914;0.00219;22.900;304.000
2011-02-12-09;-0.475724;0.000000;0.00152;22.900;304.000
2011-02-12-10;-0.372258;0.000000;0.00208;22.750;303.250
2011-02-12-11;-0.256876;0.017706;0.00274;22.400;301.250
2011-02-12-12;-0.158043;0.101481;0.00440;22.200;300.000
2011-02-12-13;-0.435977;0.409791;0.00171;22.150;299.500
2011-02-12-14;-0.512315;0.631929;0.00081;21.925;298.000
2011-02-12-15;-0.592612;0.558290;0.00025;21.800;297.000
2011-02-12-16;-0.655818;0.312503;0.00017;21.800;297.000
2011-02-12-17;-0.594016;0.142920;0.00016;21.800;297.000
2011-02-12-18;-0.549355;0.035704;0.00017;21.550;295.750
2011-02-12-19;-0.378627;0.003504;0.00063;21.300;294.000
